doc_id,filename,page,n_chars,text
3,Department-Directive-Order-No-B-2025-01-combined.pdf,9,2265,"9

Q. Annual Adjustments (Indexing and Cost-estimate Updates) – Financial assurance 

amounts are reviewed and updated yearly to match inflation and any changes in 

cost estimates (LAC 43:XVII.3609.C.); 

R. Availability of Funds (Readiness) – Financial assurance must remain available until 

official state approval of well closure and post-closure care completion. Financial 

tools cannot be easily canceled, even if the company faces financial difficulties 

(LAC 43:XVII.3609.C); 

S. Survey Plats identifying location and layout details of the proposed well and 

associated pipelines; 

Section 5: Pipeline Safety Integration 

For pipelines transporting CO₂ to or from Class VI wells, all operators shall adhere to the 

existing requirements found at LAC 33:V (Hazardous Wastes and Hazardous Materials) and any 

forthcoming federal CO₂ pipeline safety standards currently under PHMSA rulemaking (PHMSA–

2022–0125). Where any provision has been delayed at the federal level but is consistent with LAC 

33:V (Hazardous Wastes and Hazardous Materials) and Statewide Order 29–N-6, the Department 

shall require equivalent protective measures, including remote or automatic shut-off valves, robust 

emergency planning, and corrosion-control protocols. 

The Department shall continue to monitor any updates to PHMSA rules and incorporate 

these updated federal standards into its requirements (LAC 33:V.Subpart 3) as warranted to protect 

public safety and environmental quality. 

Section 6: Public Engagement Rules 

Public Engagement recommendations will be considered as set forth in Department 

Guidance No. B-2025-01-A. 

Section 7: Landowner Rights and Comments 

It is the policy of the State of Louisiana that the requirements set forth in Act Nos. 407 and 

414 of the 2025 Regular Session, codified in R.S. 30:1104, et seq., shall serve as Louisiana’s 

Landowner Bill of Rights for Geologic Sequestration Projects, and local governments shall be 

given due consideration in their comments, and that these protections shall help to guide all 

permitting, orders, authorizations, certificates of public necessity and convenience, unitization, 

negotiation undertaken pursuant to the Louisiana Geologic Sequestration of Carbon Dioxide Act."
3,Department-Directive-Order-No-B-2025-01-combined.pdf,10,2220,"10

The Department shall document, in writing, all relevant local government concerns 

received and demonstrate how these comments were taken into account in the permitting decision. 

Section 8: Coordination on Other Regulatory Requirements 

The Department shall ensure that Class VI projects address other applicable regulatory 

requirements under its purview and coordinate with other regulatory agencies to ensure that Class 

VI projects are addressing applicable requirements, including: 

A. Compliance with the State and Local Coastal Resources Management Act 

requirements (if the proposed project is located within the coastal zone); 

B. Analysis of Threatened and Endangered Species (in coordination with U.S. Fish 

and Wildlife Service); 

C. Compliance with all relevant U.S. Army Corps of Engineers rules and regulations, 

including wetlands and waterbody impact review; 

D. Compliance with requirements delegated to the DEQ, where applicable; 

E. Compliance with State and federal Fish and Wildlife Conservation Acts to protect 

ecosystem health; 

F. Preservation of Louisiana’s Historic Items, if discovered, pursuant to the State 

Historic Preservation Office rules; 

Section 9: Coordination with Department of Economic Development 

For proposed projects applying for Class VI permits with potential for significant economic 

impact, LED shall be consulted to ensure that project benefits to the local economy are maximized 

without compromising public health, safety, or environmental standards. LED’s economic impact 

figures shall be the figures the Department uses in its analysis. 

Section 10: Public Transparency and Access to Information 

The Department shall provide public access via its website to all draft permits, project 

summaries, and final approved permits, consistent with LAC 43:XVII.3611. 

Where applicable, the Secretary may hold public meetings or hearings to address local 

concerns, consistent with LAC 43:XVII.3611 and the relevant requirements for notice and 

comment. 

Section 11: Enforcement and Severability 

This Order shall be enforced by the Department, in coordination with the Louisiana State 

Police, DEQ, and other authorities, if necessary."
3,Department-Directive-Order-No-B-2025-01-combined.pdf,11,0,
3,Department-Directive-Order-No-B-2025-01-combined.pdf,12,1364,"DEPARTMENT GUIDANCE NO. B-2025-01(REV. 1)

FROM: Tyler Gray, Secretary

DATE: September 1, 2025

SUBJECT: Department Guidance Class VI Permit Application Reviews

DG-B-2025-01 (Rev. 1)i

I. Authority

This guidance document is issued with consideration for authority granted in Act 458 of 2025 

Regular Session, effective October 1, 2025. Although presently serving as guidance, this document

may be converted into a directive order upon initiation by the Deputy Secretary, certification by 

Undersecretary, and issued pursuant to authority granted to the Secretary by La. R.S. 36:354(A)(14) 

(Act 458 of 2025, Regular Session), empowering the Secretary to establish immediate agency policy 

effective upon issuance. 

II. Purpose 

This is to revise Section VII of the Department Guidance No. B-2025-01, providing guidance 

as to how to allocate staff resources. 

III. Current Permit Statusii

The Class VI review team will concentrate on the following permit applications following the 

issuance of the permit for Hackberry Sequestration in Cameron Parish (listed in alphabetical order):

(1) Capio Sherburne CCS Well #1 (Pointe Coupee Parish)

(2) CCS 2 – Wilcox2iii (Vernon Parish)

(3) Goose Lakeiv and Minerva Southv

(Calcasieu and Cameron Parishes)

(4) LGF Columbiavi (Caldwell Parish)

(5) River Parish Sequestration – RPN 1vii (Ascension Parish)"
3,Department-Directive-Order-No-B-2025-01-combined.pdf,13,3896,"September 1, 2025

Louisiana Department of Energy and Natural Resources Page 2 of 2

Continued evaluations of engineering challenges, geological concerns, and public or stakeholder 

comments related to these applications will be actively managed during this period to ensure timely 

progress. Again, all communications or inquiries regarding Class VI permit application status or related 

information must be directed exclusively through the following email: DNRInfo@la.gov

Direct communication with departmental personnel for application updates or status inquiries is strictly 

prohibited. Anyone contacting departmental personnel for application updates or status inquiries is to be directed to 

communicate through the above e-mail address.

i These orders remain effective until superseded by a subsequent directive or formal rulemaking through the Louisiana Administrative 

Procedure Act (APA), including emergency rulemaking or potpourri notices if necessary. These directives, which aren’t ‘adjudications’ 

under federal or state law, become official departmental policy. Pursuant to Act 458 of the 2025 Regular Session, the Secretary can 

issue such directives on behalf of the agency for implementation or other official actions, establishing them as official policy. La. R.S. 

36:354(A)(14), as amended by Act No. 458, 2025 La. Acts (authorizing the Secretary of the Department of Conservation and Energy 

to issue directives for the department’s administration, control, and operation, including programs related to carbon capture, 

utilization, and storage (CCUS)).

vi Louisiana Dep’t of Energy & Nat. Res., Permits and Applications: Class VI Well Applications (updated June 20, 2025), 

https://dnr.louisiana.gov/page/permits-and-applications (last visited July 28, 2025).

iii La. Dep't of Energy & Nat. Res., Project CCS 2 – Wilcox 2, UIC Draft Permit Application No. 15211642, Operator Code C9346, 

Vernon Parish (Parish Code 58), SONRIS Strategic Online Natural Resources Information System, 

https://sonlite.dnr.state.la.us/ords/r/sonris/ucmsearch/findalldocumentsresults?p22_query=1%3D1%20and%20UPPER%28xOper

atorCode%29%20%3D%20%27C9346%27%20and%20UPPER%28xParishCode%29%20%3D%20%2758%27&p22_doctype=UIC

%20CLASS%20VI%20APPLICATIONS&p22_showcol=&cs=17WH1ct0jufTDU1L5e7090acC58Cy1Pf6PiColbMH￾9hFIifqQ7Ih9pdNwK7iJXlLqu_jIfyMyrAiPj7YcX6loA (last visited September 1, 2025).

iv La. Dep’t of Energy & Nat. Res., Project Goose Lake, Document No. 15211650, UIC Class VI Permit Application No. 45040,

Operator G1037, Calcasieu Parish (Parish Code 10), SONRIS Strategic Online Natural Resources Information System, 

https://sonlite.dnr.state.la.us/dnrservices/redirectUrl.jsp?dDocname=15211650&showInline=True (last visited Aug. 1, 2025).

v La. Dep’t of Energy & Nat. Res., Project Minerva South, Document No. 15211612, UIC Class VI Permit Application No. 45031, 

Operator Code G1037, Cameron Parish (Parish Code 12), SONRIS Strategic Online Natural Resources Information System, 

https://sonlite.dnr.state.la.us/dnrservices/redirectUrl.jsp?dDocname=15211612&showInline=True (last visited Aug. 1, 2025).

vi La. Dep’t of Energy & Nat. Res., Project Louisiana Green Fuels, Document Nos. 15208044, 15208100, 15208119, Operator Code 

L1104, UIC Class VI Permit Application, SONRIS Strategic Online Natural Resources Information System, 

https://sonlite.dnr.state.la.us/dnrservices/redirectUrl.jsp?dDocname=15208044&showInline=True (last visited Aug. 1, 2025).

vii La. Dep’t of Energy & Nat. Res., Project Name River Parish Sequestration, RPN-1-INJ, Document No. 15208049, UIC Class VI 

Permit Application No. 45407, Operator Code R1017, Ascension Parish (Parish Code 03), SONRIS Strategic Online Natural 

Resources Information System, https://sonlite.dnr.state.la.us/dnrservices/redirectUrl.jsp?dDocname=15208049&showInline=True 

(last visited Aug. 1, 2025)."
3,Department-Directive-Order-No-B-2025-01-combined.pdf,14,0,
3,Department-Directive-Order-No-B-2025-01-combined.pdf,15,0,
3,Department-Directive-Order-No-B-2025-01-combined.pdf,16,0,
3,Department-Directive-Order-No-B-2025-01-combined.pdf,17,0,
3,Department-Directive-Order-No-B-2025-01-combined.pdf,18,0,
3,Department-Directive-Order-No-B-2025-01-combined.pdf,19,0,
